#Table1
u,g,r,i,z,u-g,g-r,r-i,i-z,class,subClass,redshift,mjd,clean,mode,zWarning,probPSF,ra,dec
18.77631,16.79446,15.85778,15.42669,15.0649,1.981857,0.9366808,0.4310856,0.3617859,GALAXY,BROADLINE,0.08129244,52232,1,1,0,0,128.204032337315,43.8318237441429
17.22462,15.44882,14.69881,14.31837,14.03525,1.775797,0.7500038,0.3804398,0.2831287,GALAXY,BROADLINE,0.03938546,55980,1,1,0,0,134.641369143588,48.2581013008635
22.37903,21.03331,19.68431,18.86143,18.57945,1.345716,1.348995,0.8228874,0.2819767,GALAXY,BROADLINE,0.6148133,56626,1,1,0,0,142.944145533332,52.5223010444932
16.98886,15.13667,14.31854,13.91585,13.61656,1.852188,0.8181295,0.4026909,0.2992907,GALAXY,BROADLINE,0.02583196,51688,1,1,0,0,211.643357097057,-1.18706141000062
17.81788,15.74059,14.81284,14.40114,14.0656,2.077291,0.9277458,0.4117012,0.3355408,GALAXY,BROADLINE,0.07080477,52023,1,1,0,0,184.204601048785,-0.741791196422851
19.54954,17.60953,16.63216,16.16609,15.75655,1.94001,0.9773712,0.4660683,0.4095411,GALAXY,BROADLINE,0.07134243,52023,1,1,0,0,184.337021614524,-0.808585273142362
16.14792,14.33558,13.54688,13.18706,12.88466,1.812338,0.7887058,0.3598194,0.3024015,GALAXY,BROADLINE,0.01720522,51986,1,1,0,0,197.265157293278,-0.766008189217073
18.04473,16.24351,15.20109,14.72396,14.46761,1.801216,1.04242,0.477128,0.2563496,GALAXY,BROADLINE,0.04384198,51994,1,1,0,0,223.403838185549,0.00570545315927913
17.36038,15.6111,14.91372,14.57452,14.33267,1.749281,0.6973763,0.3391962,0.2418518,GALAXY,BROADLINE,0.02449388,51984,1,1,0,0,170.205412930992,0.39017172685771
21.38501,18.36064,16.9014,16.36043,16.10553,3.024364,1.459246,0.540966,0.2548981,GALAXY,BROADLINE,0.2470216,51930,1,1,0,0,180.129445679152,0.324195718365507
20.61434,18.7618,17.45053,16.86228,16.58972,1.852543,1.31127,0.5882473,0.2725582,GALAXY,BROADLINE,0.2082506,51943,1,1,0,0,178.980445635164,0.748336313108686
19.85889,17.94486,16.63853,16.14169,15.79956,1.914034,1.306334,0.4968357,0.3421345,GALAXY,BROADLINE,0.2004199,51930,1,1,0,0,179.957270920501,1.07943801837201
18.94841,17.4432,16.87969,16.63282,16.48134,1.505213,0.563509,0.2468662,0.1514797,GALAXY,BROADLINE,0.08212343,51882,1,1,0,0,25.1618937815305,13.017830497099
18.68632,16.83816,15.94564,15.51656,15.18689,1.84816,0.8925219,0.4290752,0.3296738,GALAXY,BROADLINE,0.07996351,51908,1,1,0,0,60.5024362445759,-4.92642306148435
21.88754,20.06723,18.46356,17.88959,17.47087,1.820305,1.603672,0.5739727,0.4187145,GALAXY,BROADLINE,0.3813901,56666,1,1,0,0,178.128910889792,65.640079610898
24.13505,21.7758,20.57693,19.69606,19.38256,2.359249,1.198877,0.8808613,0.3135071,GALAXY,BROADLINE,0.6264231,55210,1,1,0,0,119.694633077307,41.0547534559907
21.2165,19.11147,17.77056,17.22502,16.89693,2.105036,1.340906,0.5455399,0.3280869,GALAXY,BROADLINE,0.2066004,56453,1,1,0,0,232.011596450703,55.3713829259226
18.10859,16.12689,15.21902,14.78643,14.4737,1.981707,0.9078636,0.4325953,0.3127289,GALAXY,BROADLINE,0.07506519,52282,1,1,0,0,150.491907624083,61.8099865981758
19.68899,17.76109,16.73499,16.24618,15.87674,1.927906,1.026098,0.4888077,0.3694401,GALAXY,BROADLINE,0.07763167,51909,1,1,0,0,140.047754286563,59.2910105106822
17.44427,15.56623,14.71303,14.30244,13.99246,1.878036,0.853199,0.410594,0.3099813,GALAXY,BROADLINE,0.05272377,51955,1,1,0,0,174.708049463482,66.9379796580807
17.72892,15.98868,15.21138,14.82394,14.53918,1.740237,0.7773046,0.387434,0.2847681,GALAXY,BROADLINE,0.03561583,51877,1,1,0,0,112.97913169669,37.8699792138493
17.46132,15.74435,15.01751,14.68499,14.38588,1.716969,0.7268448,0.3325167,0.2991076,GALAXY,BROADLINE,0.03783838,56740,1,1,0,0,160.949953920422,65.49918353944
19.12799,17.29223,16.34922,15.91574,15.5605,1.835754,0.9430103,0.4334784,0.3552465,GALAXY,BROADLINE,0.1125162,51955,1,1,0,0,174.343360458899,67.1451004020773
19.09755,17.39622,16.52737,16.15887,15.85997,1.701321,0.8688526,0.3685036,0.2989025,GALAXY,BROADLINE,0.1099853,52055,1,1,0,0,226.370826973005,61.9497339529658
16.37468,14.62795,13.86864,13.50531,13.2338,1.746724,0.7593136,0.3633232,0.271513,GALAXY,BROADLINE,0.02613329,51997,1,1,0,0,215.787242846519,1.67158898507342
17.12103,15.30703,14.51489,14.12109,13.77801,1.813996,0.7921391,0.3937969,0.3430882,GALAXY,BROADLINE,0.04574727,52326,1,1,0,0,190.145937039735,2.46814391451308
19.03585,16.99749,15.88793,15.42467,15.06489,2.038359,1.109559,0.4632616,0.3597841,GALAXY,BROADLINE,0.1442714,52023,1,1,0,0,219.869934113249,2.76873255535999
18.44748,16.52591,15.72779,15.32646,14.99317,1.921572,0.7981253,0.4013309,0.3332863,GALAXY,BROADLINE,0.06377513,51908,1,1,0,0,148.135317504239,1.34292551988504
20.53329,18.72833,17.53896,17.03701,16.65235,1.80496,1.189367,0.5019531,0.3846626,GALAXY,BROADLINE,0.1807541,52201,1,1,0,0,341.223478613389,-8.38650681024797
19.55895,17.46847,16.51933,16.11451,15.75893,2.090488,0.9491329,0.4048252,0.3555775,GALAXY,BROADLINE,0.0883388,52523,1,1,0,0,352.150683384094,-10.4024051915096
21.90676,20.70729,19.16722,18.61897,18.18926,1.199474,1.540075,0.5482445,0.4297123,GALAXY,BROADLINE,0.4058506,54469,1,1,0,0,55.877960331383,-6.21870934654525
18.82791,16.86283,16.02524,15.62961,15.32493,1.965071,0.8375988,0.3956242,0.3046789,GALAXY,BROADLINE,0.0546794,51908,1,1,0,0,36.2154033121733,-7.71706881836416
19.1394,17.35736,16.57269,16.22817,15.91712,1.782047,0.7846622,0.3445263,0.3110447,GALAXY,BROADLINE,0.0696335,52234,1,1,0,0,354.8407071488,14.6805862368658
17.62436,15.63544,14.75305,14.30163,13.94189,1.988918,0.8823929,0.4514227,0.3597317,GALAXY,BROADLINE,0.07071315,52203,1,1,0,0,349.488239776234,-10.1441898526399
18.54264,16.70612,15.85694,15.45179,15.15001,1.836519,0.8491774,0.4051495,0.3017845,GALAXY,BROADLINE,0.05465467,51908,1,1,0,0,35.7680236057029,-8.33312692712968
21.57039,21.0852,19.98169,19.14667,18.80823,0.4851933,1.103504,0.8350239,0.3384418,GALAXY,BROADLINE,0.6299504,56189,1,1,0,0,9.03578642728445,13.9299358326605
