#Table1
u,g,r,i,z,u-g,g-r,r-i,i-z,class,subClass,redshift,mjd,clean,mode,zWarning,probPSF,ra,dec
18.5392,17.52702,17.19469,16.98335,17.01336,1.012182,0.332325,0.2113476,-0.03001213,GALAXY,STARBURST,0.04244668,51909,1,1,0,0,39.2990818838099,-9.11820723734712
18.3665,17.47586,17.02889,16.60756,16.45393,0.890646,0.4469681,0.4213295,0.1536331,GALAXY,STARBURST,0.110514,51909,1,1,0,0,39.3388337296475,-9.0839291222881
18.88221,17.95228,17.69301,17.41271,17.28246,0.9299297,0.2592678,0.280302,0.1302471,GALAXY,STARBURST,0.09417034,51909,1,1,0,0,39.7960116651669,-8.51177519924185
17.70088,17.0617,16.7835,16.87187,16.87332,0.6391735,0.278204,-0.08836555,-0.0014534,GALAXY,STARBURST,0.04207293,51909,1,1,0,0,40.2613799344486,-8.50044289930334
19.76859,18.95124,18.7324,18.36805,18.45783,0.8173466,0.2188492,0.3643475,-0.08978462,GALAXY,STARBURST,0.08773171,52553,1,1,0,0,354.442614121153,-9.7683310752172
19.08952,18.00812,17.3727,16.92635,16.68173,1.0814,0.6354122,0.4463501,0.2446194,GALAXY,STARBURST,0.1444814,52143,1,1,0,0,359.177964387688,-9.74842523504646
19.26147,17.86429,17.2303,16.86528,16.64847,1.397173,0.6339931,0.3650169,0.2168083,GALAXY,STARBURST,0.03610528,52143,1,1,0,0,359.074969192611,-9.02549423448501
17.68243,16.81653,16.78143,16.70804,16.66725,0.8659,0.03509903,0.07339096,0.04078865,GALAXY,STARBURST,0.03591905,52143,1,1,0,0,359.091465395825,-9.06869087807932
18.45669,17.73071,17.59043,17.50605,17.43632,0.7259808,0.1402817,0.08437347,0.06973076,GALAXY,STARBURST,0.02770856,52143,1,1,0,0,359.385595274219,-8.95038409155174
18.51741,17.48999,17.13889,16.83761,16.75925,1.02742,0.3511066,0.3012733,0.0783577,GALAXY,STARBURST,0.07353383,52143,1,1,0,0,359.449115477182,-8.95893785535958
18.3552,17.85936,17.8861,17.31769,17.59505,0.4958401,-0.02674675,0.5684185,-0.277359,GALAXY,STARBURST,0.08047768,52263,1,1,0,0,341.487216250317,12.839548791069
